7.53181378038,-16.4404395971
39.9677072899,29.3427542433
37.9745161432,27.588502313
40.4513217711,24.6314027067
45.7410653429,24.407554699
44.671271377,21.3691632601
46.5720382163,21.3530885126
39.7494745759,28.0275310117
36.7571679783,20.0524503145
39.2881183842,19.1121013811
42.4832704592,19.5573177726
7.53286781751,-16.4401336033
39.4305473049,29.4965157315
38.0459632316,27.2258026292
41.0713324458,24.1362639177
45.4639922506,24.2868383265
43.8244518603,21.468720103
45.9045930508,22.040667139
37.0178212487,20.0278483771
39.2061291892,18.7409562153
42.6119478732,18.9751659515
58.5564063831,22.3046069053
59.9304071565,19.9606047535
59.3534565696,19.6322582459
59.0650022679,20.346547033
58.2157606589,22.0633998142
-8.18241618326,31.6765799569
-27.2464861189,25.9337179248
-7.27750930217,30.2941130515
42.3972271273,22.9990489808
-8.84615897927,30.3265209719
10.1810543138,-55.5463261841
-17.4212373976,-49.6710047251
-10.8994152784,-67.977097642
31.7496572232,-65.5997329497
1.1211383008,-36.4304571813
10.7878518558,-44.5862243681
13.0676298085,-68.7468975759
9.71037058645,-46.6329741397
-23.7651198331,-39.9605699717
23.124780413,-66.5591360243
-24.1605819572,-58.4418134117
30.9358960855,-71.3489471557
-29.5984097126,-49.511207043
9.385225418,-52.4508204469
1.6445654169,-31.1666759115
-1.73812688852,-76.9858701371
-12.4968352046,-61.6159336542
-21.6119783682,-59.3573231853
-16.1154348487,-64.6865041529
34.737760022,-66.5506068043
5.02646630544,-70.8272968881
-18.2200589721,-45.7482838608
-3.85485228579,-73.5685789499
13.9250378878,-75.5581853142
-22.2211291095,-50.5140024848
-14.4193791384,-68.1099414805
-12.1024157496,-72.2073621962
11.0378161109,-72.3184591593
-0.312327294589,-51.0620315376
1.7923381075,-64.8950917119
-23.8889885189,-66.3762816852
1.73359566935,-42.4141773626
17.9380061468,-53.3432374965
-10.6353087714,-43.4671376017
-3.43030457511,-65.9066636049
9.13906612182,-58.7048713715
-23.6821889093,-45.6745346952
-8.60679446572,-69.4626882456
29.4498301508,-65.7886284628
1.13504125295,-36.87551661
12.2637081729,-44.1800019645
12.4261929048,-66.7441303372
7.77753736431,-46.3289786977
-22.2363444704,-42.8626601555
24.036428212,-65.4412993646
-24.7338053583,-55.9268462139
31.8521475154,-72.2418394598
-27.184935812,-50.9876113122
7.65858578409,-51.246791068
2.55101165894,-31.8203663283
-2.33041876041,-78.4480205883
-9.36050686852,-60.6837983798
-21.9792618846,-60.9388741075
-16.9295543747,-61.9721807489
34.3411656759,-65.9619507702
4.72689043096,-67.8636096301
-21.1544310519,-44.8624521661
-5.21790160465,-75.0079626449
13.9129738963,-73.5167124499
-24.76843502,-48.9530401397
-15.630731504,-69.3367842933
-10.8198776862,-71.8210499272
12.4913012776,-72.2842009159
-0.561072938396,-52.8869453422
5.7146949864,-63.4079791752
-26.0632219706,-64.6061944376
0.685922020772,-41.4177969148
3.39832896368,-56.7534936056
-11.4563607313,-44.4742180191
-4.52403397596,-67.0301422527
11.2162523866,17.0610652235
-7.56657503567,41.6548042309
-29.136930939,31.0264155599
32.7181640876,60.605476918
